pokemon_name,pokeapi_slug,pokeapi_id,sprite_url
Scream Tail,scream-tail,985,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
Brute Bonnet,brute-bonnet,986,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
Flutter Mane,flutter-mane,987,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
Slither Wing,slither-wing,988,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
Sandy Shocks,sandy-shocks,989,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
Iron Treads,iron-treads,990,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
Iron Bundle,iron-bundle,991,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
Iron Hands,iron-hands,992,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
Iron Jugulis,iron-jugulis,993,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
Iron Moth,iron-moth,994,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
Iron Thorns,iron-thorns,995,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
Gimmighoul (Roaming),gimmighoul,999,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
Roaring Moon,roaring-moon,1005,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png
Iron Valiant,iron-valiant,1006,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
Walking Wake,walking-wake,1009,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png
Iron Leaves,iron-leaves,1010,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
Poltchageist (Artisan),poltchageist,1012,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png
Sinistcha (Masterpiece),sinistcha,1013,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png
Ogerpon (Cornerstone Mask),ogerpon-cornerstone-mask,10275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10275.png
Ogerpon (Wellspring Mask),ogerpon-wellspring-mask,10273,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10273.png
Ogerpon (Hearthflame Mask),ogerpon-hearthflame-mask,10274,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10274.png
Gouging Fire,gouging-fire,1020,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
Raging Bolt,raging-bolt,1021,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png
Iron Boulder,iron-boulder,1022,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png
Iron Crown,iron-crown,1023,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png
Terapagos (Stellar),terapagos-stellar,10277,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10277.png
Terapagos (Terastal),terapagos-terastal,10276,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10276.png
