canonical_name,pokemon_database_id,pokemon_database_raw,pokemon_csv_raw,sprite_file_raw,in_anchor,in_pokemon_csv,in_sprite_file
Frigibax,1723,Frigibax,,Frigibax,True,False,True
Frillish,963,Frillish,Frillish,,True,True,False
Frillish-Male,,,,Frillish-Male,False,False,True
Froakie,1072,Froakie,Froakie,Froakie,True,True,True
Frogadier,1073,Frogadier,Frogadier,Frogadier,True,True,True
Froslass,728,Froslass,Froslass,Froslass,True,True,True
Froslass (Mega),,,,Froslass-Mega,False,False,True
Frosmoth,1482,Frosmoth,Frosmoth,Frosmoth,True,True,True
Frost Rotom,,,Frost Rotom,,False,True,False
Fuecoco,1643,Fuecoco,,Fuecoco,True,False,True
Furfrou,1094,Furfrou,Furfrou,Furfrou,True,True,True
Furret,255,Furret,Furret,Furret,True,True,True
Gabite,642,Gabite,Gabite,Gabite,True,True,True
Gallade,720,Gallade,Gallade,Gallade,True,True,True
Gallade (Mega),1436,Gallade (Mega),Mega Gallade,Gallade-Mega,True,True,True
Galvantula,967,Galvantula,Galvantula,Galvantula,True,True,True
Garbodor,923,Garbodor,Garbodor,Garbodor,True,True,True
Garbodor (Gigantamax),1551,Garbodor (Gigantamax),Gigantamax Garbodor,Garbodor-Gmax,True,True,True
Garchomp,643,Garchomp,Garchomp,Garchomp,True,True,True
Garchomp (Mega),1438,Garchomp (Mega),Mega Garchomp,Garchomp-Mega,True,True,True
Garchomp-Mega-Z,,,,Garchomp-Mega-Z,False,False,True
Gardevoir,410,Gardevoir,Gardevoir,Gardevoir,True,True,True
Gardevoir (Mega),1435,Gardevoir (Mega),Mega Gardevoir,Gardevoir-Mega,True,True,True
Garganacl,1752,Garganacl,,Garganacl,True,False,True
Gastly,1351,Gastly,Gastly,Gastly,True,True,True
Gastrodon,621,Gastrodon,Gastrodon,Gastrodon,True,True,True
Genesect,1025,Genesect,Genesect,Genesect,True,True,True
Gengar,1353,Gengar,Gengar,Gengar,True,True,True
Gengar (Gigantamax),1549,Gengar (Gigantamax),Gigantamax Gengar,Gengar-Gmax,True,True,True
Gengar (Mega),1371,Gengar (Mega),Mega Gengar,Gengar-Mega,True,True,True
Geodude,1265,Geodude,Geodude,Geodude,True,True,True
Geodude (Alolan),1361,Geodude (Alola),Alolan Geodude,Geodude-Alola,True,True,True
Gholdengo,1681,Gholdengo,,Gholdengo,True,False,True
Gible,641,Gible,Gible,Gible,True,True,True
Gigalith,860,Gigalith,Gigalith,Gigalith,True,True,True
Gimmighoul,1664,Gimmighoul,,Gimmighoul,True,False,True
Gimmighoul-Roaming,,,,Gimmighoul-Roaming,False,False,True
Girafarig,327,Girafarig,Girafarig,Girafarig,True,True,True
Giratina,737,Giratina,,,True,False,False
Giratina Altered Forme,,,Giratina Altered Forme,,False,True,False
Giratina Origin Forme,,,Giratina Origin Forme,,False,True,False
Giratina-Altered,,,,Giratina-Altered,False,False,True
Giratina-Origin,,,,Giratina-Origin,False,False,True
Glaceon,716,Glaceon,Glaceon,Glaceon,True,True,True
Glalie,490,Glalie,Glalie,Glalie,True,True,True
Glalie (Mega),1560,Glalie (Mega),Mega Glalie,Glalie-Mega,True,True,True
Glameow,629,Glameow,Glameow,Glameow,True,True,True
Glastrier,1602,Glastrier,Glastrier,Glastrier,True,True,True
Gligar,331,Gligar,Gligar,Gligar,True,True,True
Glimmet,1753,Glimmet,,Glimmet,True,False,True
Glimmora,1754,Glimmora,,Glimmora,True,False,True
Glimmora (Mega),,,,Glimmora-Mega,False,False,True
Gliscor,717,Gliscor,Gliscor,Gliscor,True,True,True
Gloom,65,Gloom,Gloom,Gloom,True,True,True
Gogoat,1091,Gogoat,Gogoat,Gogoat,True,True,True
Golbat,62,Golbat,Golbat,Golbat,True,True,True
Goldeen,214,Goldeen,Goldeen,Goldeen,True,True,True
Golduck,884,Golduck,Golduck,Golduck,True,True,True
Golem,1287,Golem,Golem,Golem,True,True,True
Golem (Alolan),1363,Golem (Alola),Alolan Golem,Golem-Alola,True,True,True
Golett,996,Golett,Golett,Golett,True,True,True
Golisopod,1295,Golisopod,Golisopod,Golisopod,True,True,True
Golisopod (Mega),,,,Golisopod-Mega,False,False,True
Golurk,997,Golurk,Golurk,Golurk,True,True,True
Golurk (Mega),,,,Golurk-Mega,False,False,True
Goodra,1135,Goodra,Goodra,Goodra,True,True,True
Goodra (Hisuian),1638,Goodra (Hisui),,Goodra-Hisui,True,False,True
Goomy,1133,Goomy,Goomy,Goomy,True,True,True
Gorebyss,496,Gorebyss,Gorebyss,Gorebyss,True,True,True
Gossifleur,1490,Gossifleur,Gossifleur,Gossifleur,True,True,True
Gothita,943,Gothita,Gothita,Gothita,True,True,True
Gothitelle,945,Gothitelle,Gothitelle,Gothitelle,True,True,True
Gothorita,944,Gothorita,Gothorita,Gothorita,True,True,True
Gouging Fire,1885,Gouging Fire,,,True,False,False
Gouging-Fire,,,,Gouging-Fire,False,False,True
Gourgeist,1141,Gourgeist,,,True,False,False
Gourgeist Average Size,,,Gourgeist Average Size,,False,True,False
Gourgeist Large Size,,,Gourgeist Large Size,,False,True,False
Gourgeist Small Size,,,Gourgeist Small Size,,False,True,False
Gourgeist Super Size,,,Gourgeist Super Size,,False,True,False
Gourgeist-Average,,,,Gourgeist-Average,False,False,True
Gourgeist-Large,,,,Gourgeist-Large,False,False,True
Gourgeist-Small,,,,Gourgeist-Small,False,False,True
Gourgeist-Super,,,,Gourgeist-Super,False,False,True
Grafaiai,1656,Grafaiai,,Grafaiai,True,False,True
Granbull,334,Granbull,Granbull,Granbull,True,True,True
Grapploct,1512,Grapploct,Grapploct,Grapploct,True,True,True
Graveler,1276,Graveler,Graveler,Graveler,True,True,True
Graveler (Alolan),1362,Graveler (Alola),Alolan Graveler,Graveler-Alola,True,True,True
Great Tusk,1711,Great Tusk,,,True,False,False
Great-Tusk,,,,Great-Tusk,False,False,True
Greavard,1663,Greavard,,Greavard,True,False,True
Greedent,1463,Greedent,Greedent,Greedent,True,True,True
Greninja,1074,Greninja,Greninja,Greninja,True,True,True
Greninja (Mega),,,,Greninja-Mega,False,False,True
Greninja-Ash,,,,Greninja-Ash,False,False,True
Greninja-Battle-Bond,,,,Greninja-Battle-Bond,False,False,True
Grimer,1347,Grimer,Grimer,Grimer,True,True,True
Grimer (Alolan),1372,Grimer (Alola),Alolan Grimer,Grimer-Alola,True,True,True
Grimmsnarl,1520,Grimmsnarl,Grimmsnarl,Grimmsnarl,True,True,True
Grimmsnarl (Gigantamax),1533,Grimmsnarl (Gigantamax),Gigantamax Grimmsnarl,Grimmsnarl-Gmax,True,True,True
Grookey,1439,Grookey,Grookey,Grookey,True,True,True
Grotle,592,Grotle,Grotle,Grotle,True,True,True
Groudon,511,Groudon,Groudon,Groudon,True,True,True
Groudon (Primal),1433,Groudon (Primal),Primal Groudon,Groudon-Primal,True,True,True
Grovyle,381,Grovyle,Grovyle,Grovyle,True,True,True
Growlithe,949,Growlithe,Growlithe,Growlithe,True,True,True
Growlithe (Hisuian),1615,Growlithe (Hisui),,Growlithe-Hisui,True,False,True
Grubbin,1261,Grubbin,Grubbin,Grubbin,True,True,True
Grumpig,454,Grumpig,Grumpig,Grumpig,True,True,True
Gulpin,444,Gulpin,Gulpin,Gulpin,True,True,True
Gumshoos,1260,Gumshoos,Gumshoos,Gumshoos,True,True,True
Gumshoos-Totem,,,,Gumshoos-Totem,False,False,True
Gurdurr,867,Gurdurr,Gurdurr,Gurdurr,True,True,True
Guzzlord,1329,Guzzlord,Guzzlord,Guzzlord,True,True,True
Gyarados,226,Gyarados,Gyarados,Gyarados,True,True,True
Gyarados (Mega),1381,Gyarados (Mega),Mega Gyarados,Gyarados-Mega,True,True,True
Hakamo-O,,,,Hakamo-O,False,False,True
Hakamo-o,1312,Hakamo-o,Hakamo-o,,True,True,False
Happiny,638,Happiny,Happiny,Happiny,True,True,True
Hariyama,425,Hariyama,Hariyama,Hariyama,True,True,True
Hatenna,1515,Hatenna,Hatenna,Hatenna,True,True,True
Hatterene,1517,Hatterene,Hatterene,Hatterene,True,True,True
Hatterene (Gigantamax),1534,Hatterene (Gigantamax),Gigantamax Hatterene,Hatterene-Gmax,True,True,True
Hattrem,1516,Hattrem,Hattrem,Hattrem,True,True,True
Haunter,1352,Haunter,Haunter,Haunter,True,True,True
Hawlucha,1130,Hawlucha,Hawlucha,Hawlucha,True,True,True
Hawlucha (Mega),,,,Hawlucha-Mega,False,False,True
Haxorus,985,Haxorus,Haxorus,Haxorus,True,True,True
Heat Rotom,,,Heat Rotom,,False,True,False
Heatmor,1006,Heatmor,Heatmor,Heatmor,True,True,True
Heatran,735,Heatran,Heatran,Heatran,True,True,True
Heatran (Mega),,,,Heatran-Mega,False,False,True
Heliolisk,1123,Heliolisk,Heliolisk,Heliolisk,True,True,True
Helioptile,1122,Helioptile,Helioptile,Helioptile,True,True,True
Heracross,338,Heracross,Heracross,Heracross,True,True,True
Heracross (Mega),1395,Heracross (Mega),Mega Heracross,Heracross-Mega,True,True,True
Herdier,841,Herdier,Herdier,Herdier,True,True,True
Hippopotas,647,Hippopotas,Hippopotas,Hippopotas,True,True,True
Hippowdon,648,Hippowdon,Hippowdon,Hippowdon,True,True,True
Hitmonchan,141,Hitmonchan,Hitmonchan,Hitmonchan,True,True,True
Hitmonlee,140,Hitmonlee,Hitmonlee,Hitmonlee,True,True,True
Hitmontop,361,Hitmontop,Hitmontop,Hitmontop,True,True,True
Ho-Oh,374,Ho-Oh,,Ho-Oh,True,False,True
Ho-oh,,,Ho-oh,,False,True,False
Honchkrow,628,Honchkrow,Honchkrow,Honchkrow,True,True,True
Honedge,25,Honedge,Honedge,Honedge,True,True,True
Hoopa,1151,Hoopa,,Hoopa,True,False,True
Hoopa Confined,,,Hoopa Confined,,False,True,False
Hoopa Unbound,,,Hoopa Unbound,,False,True,False
Hoopa-Unbound,,,,Hoopa-Unbound,False,False,True
Hoothoot,256,Hoothoot,Hoothoot,Hoothoot,True,True,True
Hoppip,287,Hoppip,Hoppip,Hoppip,True,True,True
Horsea,212,Horsea,Horsea,Horsea,True,True,True
Houndoom,353,Houndoom,Houndoom,Houndoom,True,True,True
Houndoom (Mega),1396,Houndoom (Mega),Mega Houndoom,Houndoom-Mega,True,True,True
Houndour,352,Houndour,Houndour,Houndour,True,True,True
Houndstone,1709,Houndstone,,Houndstone,True,False,True
Huntail,495,Huntail,Huntail,Huntail,True,True,True
Hydrapple,1883,Hydrapple,,Hydrapple,True,False,True
Hydreigon,1010,Hydreigon,Hydreigon,Hydreigon,True,True,True
Hypno,1356,Hypno,Hypno,Hypno,True,True,True
Ice Rider Calyrex,,,Ice Rider Calyrex,,False,True,False
Igglybuff,58,Igglybuff,Igglybuff,Igglybuff,True,True,True
Illumise,442,Illumise,Illumise,Illumise,True,True,True
Impidimp,1518,Impidimp,Impidimp,Impidimp,True,True,True
Incineroar,1251,Incineroar,Incineroar,Incineroar,True,True,True
Indeedee,1477,Indeedee,,,True,False,False
Indeedee Female,,,Indeedee Female,,False,True,False
Indeedee Male,,,Indeedee Male,,False,True,False
Indeedee-Female,,,,Indeedee-Female,False,False,True
Indeedee-Male,,,,Indeedee-Male,False,False,True
Infernape,19,Infernape,Infernape,Infernape,True,True,True
Inkay,1105,Inkay,Inkay,Inkay,True,True,True
Inteleon,1447,Inteleon,Inteleon,Inteleon,True,True,True
Inteleon (Gigantamax),1527,Inteleon (Gigantamax),Gigantamax Inteleon,Inteleon-Gmax,True,True,True
Iron Boulder,1886,Iron Boulder,,,True,False,False
Iron Bundle,1748,Iron Bundle,,,True,False,False
Iron Crown,1873,Iron Crown,,,True,False,False
Iron Hands,1745,Iron Hands,,,True,False,False
Iron Jugulis,1746,Iron Jugulis,,,True,False,False
Iron Leaves,1764,Iron Leaves,,,True,False,False
Iron Moth,1744,Iron Moth,,,True,False,False
Iron Thorns,1747,Iron Thorns,,,True,False,False
Iron Treads,1743,Iron Treads,,,True,False,False
Iron Valiant,1749,Iron Valiant,,,True,False,False
Iron-Boulder,,,,Iron-Boulder,False,False,True
Iron-Bundle,,,,Iron-Bundle,False,False,True
Iron-Crown,,,,Iron-Crown,False,False,True
Iron-Hands,,,,Iron-Hands,False,False,True
Iron-Jugulis,,,,Iron-Jugulis,False,False,True
Iron-Leaves,,,,Iron-Leaves,False,False,True
Iron-Moth,,,,Iron-Moth,False,False,True
Iron-Thorns,,,,Iron-Thorns,False,False,True
Iron-Treads,,,,Iron-Treads,False,False,True
Iron-Valiant,,,,Iron-Valiant,False,False,True
Ivysaur,2,Ivysaur,Ivysaur,Ivysaur,True,True,True
Jangmo-O,,,,Jangmo-O,False,False,True
Jangmo-o,1311,Jangmo-o,Jangmo-o,,True,True,False
Jellicent,964,Jellicent,Jellicent,,True,True,False
Jellicent-Male,,,,Jellicent-Male,False,False,True
Jigglypuff,59,Jigglypuff,Jigglypuff,Jigglypuff,True,True,True
Jirachi,513,Jirachi,Jirachi,Jirachi,True,True,True
Jolteon,230,Jolteon,Jolteon,Jolteon,True,True,True
Joltik,966,Joltik,Joltik,Joltik,True,True,True
Jumpluff,289,Jumpluff,Jumpluff,Jumpluff,True,True,True
Jynx,220,Jynx,Jynx,Jynx,True,True,True
Kabuto,235,Kabuto,Kabuto,Kabuto,True,True,True
Kabutops,236,Kabutops,Kabutops,Kabutops,True,True,True
Kadabra,1015,Kadabra,Kadabra,Kadabra,True,True,True
Kakuna,30,Kakuna,Kakuna,Kakuna,True,True,True
Kangaskhan,211,Kangaskhan,Kangaskhan,Kangaskhan,True,True,True
Kangaskhan (Mega),1379,Kangaskhan (Mega),Mega Kangaskhan,Kangaskhan-Mega,True,True,True
Karrablast,958,Karrablast,Karrablast,Karrablast,True,True,True
Kartana,1328,Kartana,Kartana,Kartana,True,True,True
Kecleon,480,Kecleon,Kecleon,Kecleon,True,True,True
Keldeo,1023,Keldeo,,,True,False,False
Keldeo Ordinary Forme,,,Keldeo Ordinary Forme,,False,True,False
Keldeo Resolute Forme,,,Keldeo Resolute Forme,,False,True,False
Keldeo-Ordinary,,,,Keldeo-Ordinary,False,False,True
Keldeo-Resolute,,,,Keldeo-Resolute,False,False,True
Kilowattrel,1727,Kilowattrel,,Kilowattrel,True,False,True
Kingambit,1686,Kingambit,,Kingambit,True,False,True
Kingdra,354,Kingdra,Kingdra,Kingdra,True,True,True
Kingler,1358,Kingler,Kingler,Kingler,True,True,True
Kingler (Gigantamax),1548,Kingler (Gigantamax),Gigantamax Kingler,Kingler-Gmax,True,True,True
Kirlia,409,Kirlia,Kirlia,Kirlia,True,True,True
Klang,972,Klang,Klang,Klang,True,True,True
Klawf,1657,Klawf,,Klawf,True,False,True
Kleavor,1616,Kleavor,,Kleavor,True,False,True
Klefki,1136,Klefki,Klefki,Klefki,True,True,True
Klink,970,Klink,Klink,Klink,True,True,True
Klinklang,973,Klinklang,Klinklang,Klinklang,True,True,True
Koffing,143,Koffing,Koffing,Koffing,True,True,True
Komala,1303,Komala,Komala,Komala,True,True,True
Kommo-O,,,,Kommo-O,False,False,True
Kommo-O-Totem,,,,Kommo-O-Totem,False,False,True
Kommo-o,1313,Kommo-o,Kommo-o,,True,True,False
Koraidon,1647,Koraidon,,Koraidon,True,False,True
Koraidon-Gliding-Build,,,,Koraidon-Gliding-Build,False,False,True
Koraidon-Limited-Build,,,,Koraidon-Limited-Build,False,False,True
Koraidon-Sprinting-Build,,,,Koraidon-Sprinting-Build,False,False,True
Koraidon-Swimming-Build,,,,Koraidon-Swimming-Build,False,False,True
Krabby,1357,Krabby,Krabby,Krabby,True,True,True
Kricketot,602,Kricketot,Kricketot,Kricketot,True,True,True
Kricketune,603,Kricketune,Kricketune,Kricketune,True,True,True
Krokorok,887,Krokorok,Krokorok,Krokorok,True,True,True
Krookodile,888,Krookodile,Krookodile,Krookodile,True,True,True
Kubfu,38,Kubfu,Kubfu,Kubfu,True,True,True
Kyogre,510,Kyogre,Kyogre,Kyogre,True,True,True
Kyogre (Primal),1432,Kyogre (Primal),Primal Kyogre,Kyogre-Primal,True,True,True
Kyurem,1022,Kyurem,Kyurem,Kyurem,True,True,True
Kyurem-Black,,,,Kyurem-Black,False,False,True
Kyurem-White,,,,Kyurem-White,False,False,True
Lairon,433,Lairon,Lairon,Lairon,True,True,True
Lampent,980,Lampent,Lampent,Lampent,True,True,True
Landorus,1021,Landorus,,,True,False,False
Landorus Incarnate Forme,,,Landorus Incarnate Forme,,False,True,False
Landorus Therian Forme,,,Landorus Therian Forme,,False,True,False
Landorus-Incarnate,,,,Landorus-Incarnate,False,False,True
Landorus-Therian,,,,Landorus-Therian,False,False,True
Lanturn,263,Lanturn,Lanturn,Lanturn,True,True,True
Lapras,227,Lapras,Lapras,Lapras,True,True,True
Lapras (Gigantamax),1547,Lapras (Gigantamax),Gigantamax Lapras,Lapras-Gmax,True,True,True
Larvesta,1011,Larvesta,Larvesta,Larvesta,True,True,True
Larvitar,370,Larvitar,Larvitar,Larvitar,True,True,True
Latias,508,Latias,Latias,Latias,True,True,True
Latias (Mega),1400,Latias (Mega),Mega Latias,Latias-Mega,True,True,True
Latios,509,Latios,Latios,Latios,True,True,True
Latios (Mega),1399,Latios (Mega),Mega Latios,Latios-Mega,True,True,True
Leafeon,715,Leafeon,Leafeon,Leafeon,True,True,True
Leavanny,876,Leavanny,Leavanny,Leavanny,True,True,True
Lechonk,1649,Lechonk,,Lechonk,True,False,True
Ledian,259,Ledian,Ledian,Ledian,True,True,True
Ledyba,258,Ledyba,Ledyba,Ledyba,True,True,True
Lickilicky,685,Lickilicky,Lickilicky,Lickilicky,True,True,True
Lickitung,142,Lickitung,Lickitung,Lickitung,True,True,True
Liepard,844,Liepard,Liepard,Liepard,True,True,True
Lileep,473,Lileep,Lileep,Lileep,True,True,True
Lilligant,883,Lilligant,Lilligant,Lilligant,True,True,True
Lilligant (Hisuian),1640,Lilligant (Hisui),,Lilligant-Hisui,True,False,True
Lillipup,840,Lillipup,Lillipup,Lillipup,True,True,True
Linoone,392,Linoone,Linoone,Linoone,True,True,True
Linoone (Galarian),1467,Linoone (Galar),Galarian Linoone,Linoone-Galar,True,True,True
Litleo,1084,Litleo,Litleo,Litleo,True,True,True
Litten,1249,Litten,Litten,Litten,True,True,True
Litwick,979,Litwick,Litwick,Litwick,True,True,True
Lokix,1715,Lokix,,Lokix,True,False,True
Lombre,399,Lombre,Lombre,Lombre,True,True,True
Lopunny,626,Lopunny,Lopunny,Lopunny,True,True,True
Lopunny (Mega),1593,Lopunny (Mega),Mega Lopunny,Lopunny-Mega,True,True,True
Lotad,398,Lotad,Lotad,Lotad,True,True,True
Loudred,422,Loudred,Loudred,Loudred,True,True,True
Lucario,646,Lucario,Lucario,Lucario,True,True,True
Lucario (Mega),1561,Lucario (Mega),Mega Lucario,Lucario-Mega,True,True,True
Lucario-Mega-Z,,,,Lucario-Mega-Z,False,False,True
Ludicolo,400,Ludicolo,Ludicolo,Ludicolo,True,True,True
Lugia,373,Lugia,Lugia,Lugia,True,True,True
Lumineon,655,Lumineon,Lumineon,Lumineon,True,True,True
Lunala,1322,Lunala,Lunala,Lunala,True,True,True
Lunatone,465,Lunatone,Lunatone,Lunatone,True,True,True
Lurantis,1281,Lurantis,Lurantis,Lurantis,True,True,True
Lurantis-Totem,,,,Lurantis-Totem,False,False,True
Luvdisc,498,Luvdisc,Luvdisc,Luvdisc,True,True,True
Luxio,21,Luxio,Luxio,Luxio,True,True,True
Luxray,22,Luxray,Luxray,Luxray,True,True,True
Lycanroc,1271,Lycanroc,,,True,False,False
Lycanroc Dusk Forme,,,Lycanroc Dusk Forme,,False,True,False
Lycanroc Midday Forme,,,Lycanroc Midday Forme,,False,True,False
Lycanroc Midnight Forme,,,Lycanroc Midnight Forme,,False,True,False
Lycanroc-Dusk,,,,Lycanroc-Dusk,False,False,True
Lycanroc-Midday,,,,Lycanroc-Midday,False,False,True
Lycanroc-Midnight,,,,Lycanroc-Midnight,False,False,True
Mabosstiff,1756,Mabosstiff,,Mabosstiff,True,False,True
Machamp,1097,Machamp,Machamp,Machamp,True,True,True
Machamp (Gigantamax),1550,Machamp (Gigantamax),Gigantamax Machamp,Machamp-Gmax,True,True,True
Machoke,1087,Machoke,Machoke,Machoke,True,True,True
Machop,1076,Machop,Machop,Machop,True,True,True
Magby,364,Magby,Magby,Magby,True,True,True
Magcargo,343,Magcargo,Magcargo,Magcargo,True,True,True
Magearna,1332,Magearna,Magearna,Magearna,True,True,True
Magearna (Mega),,,,Magearna-Mega,False,False,True
Magearna-Original,,,,Magearna-Original,False,False,True
Magearna-Original (Mega),,,,Magearna-Original-Mega,False,False,True
Magikarp,225,Magikarp,Magikarp,Magikarp,True,True,True
Magmar,222,Magmar,Magmar,Magmar,True,True,True
Magmortar,699,Magmortar,Magmortar,Magmortar,True,True,True
Magnemite,46,Magnemite,Magnemite,Magnemite,True,True,True
Magneton,1341,Magneton,Magneton,Magneton,True,True,True
Magnezone,684,Magnezone,Magnezone,Magnezone,True,True,True
Makuhita,424,Makuhita,Makuhita,Makuhita,True,True,True
Malamar,1106,Malamar,Malamar,Malamar,True,True,True
Malamar (Mega),,,,Malamar-Mega,False,False,True
Mamoswine,718,Mamoswine,Mamoswine,Mamoswine,True,True,True
Manaphy,37,Manaphy,Manaphy,Manaphy,True,True,True
Mandibuzz,1005,Mandibuzz,Mandibuzz,Mandibuzz,True,True,True
Manectric,438,Manectric,Manectric,Manectric,True,True,True
Manectric (Mega),1437,Manectric (Mega),Mega Manectric,Manectric-Mega,True,True,True
Mankey,895,Mankey,Mankey,Mankey,True,True,True
Mantine,350,Mantine,Mantine,Mantine,True,True,True
Mantyke,656,Mantyke,Mantyke,Mantyke,True,True,True
Maractus,891,Maractus,Maractus,Maractus,True,True,True
Mareanie,1273,Mareanie,Mareanie,Mareanie,True,True,True
Mareep,278,Mareep,Mareep,Mareep,True,True,True
Marill,283,Marill,Marill,Marill,True,True,True
Marowak,139,Marowak,Marowak,Marowak,True,True,True
Marowak (Alolan),1374,Marowak (Alola),Alolan Marowak,Marowak-Alola,True,True,True
Marowak-Totem,,,,Marowak-Totem,False,False,True
Marshadow,1333,Marshadow,Marshadow,Marshadow,True,True,True
Marshtomp,387,Marshtomp,Marshtomp,Marshtomp,True,True,True
Maschiff,1755,Maschiff,,Maschiff,True,False,True
Masquerain,412,Masquerain,Masquerain,Masquerain,True,True,True
Maushold,1692,Maushold,,,True,False,False
Maushold-Family-Of-Four,,,,Maushold-Family-Of-Four,False,False,True
Maushold-Family-Of-Three,,,,Maushold-Family-Of-Three,False,False,True
Mawile,431,Mawile,Mawile,Mawile,True,True,True
Mawile (Mega),1559,Mawile (Mega),Mega Mawile,Mawile-Mega,True,True,True
Medicham,436,Medicham,Medicham,Medicham,True,True,True
Medicham (Mega),1590,Medicham (Mega),Mega Medicham,Medicham-Mega,True,True,True
Meditite,435,Meditite,Meditite,Meditite,True,True,True
Meganium,247,Meganium,Meganium,Meganium,True,True,True
Meganium (Mega),,,,Meganium-Mega,False,False,True
Melmetal,1340,Melmetal,Melmetal,Melmetal,True,True,True
Melmetal (Gigantamax),1552,Melmetal (Gigantamax),Gigantamax Melmetal,Melmetal-Gmax,True,True,True
Meloetta,1024,Meloetta,,,True,False,False
Meloetta Aria Forme,,,Meloetta Aria Forme,,False,True,False
Meloetta Pirouette Forme,,,Meloetta Pirouette Forme,,False,True,False
Meloetta-Aria,,,,Meloetta-Aria,False,False,True
Meloetta-Pirouette,,,,Meloetta-Pirouette,False,False,True
Meltan,1339,Meltan,Meltan,Meltan,True,True,True
Meowscarada,1667,Meowscarada,,Meowscarada,True,False,True
Meowstic,1096,Meowstic,,,True,False,False
Meowstic (Mega),,,,Meowstic-Mega,False,False,True
Meowstic Female,,,Meowstic Female,,False,True,False
Meowstic Male,,,Meowstic Male,,False,True,False
Meowstic-Female,,,,Meowstic-Female,False,False,True
Meowstic-Male,,,,Meowstic-Male,False,False,True
Meowth,96,Meowth,Meowth,Meowth,True,True,True
Meowth (Alolan),97,Meowth (Alola),Alolan Meowth,Meowth-Alola,True,True,True
Meowth (Galarian),98,Meowth (Galar),Galarian Meowth,Meowth-Galar,True,True,True
Meowth (Gigantamax),1524,Meowth (Gigantamax),Gigantamax Meowth,Meowth-Gmax,True,True,True
Mesprit,731,Mesprit,Mesprit,Mesprit,True,True,True
Metagross,504,Metagross,Metagross,Metagross,True,True,True
Metagross (Mega),1585,Metagross (Mega),Mega Metagross,Metagross-Mega,True,True,True
Metang,503,Metang,Metang,Metang,True,True,True
Metapod,23,Metapod,Metapod,Metapod,True,True,True
Mew,42,Mew,Mew,Mew,True,True,True
Mewtwo,43,Mewtwo,Mewtwo,Mewtwo,True,True,True
Mewtwo (Mega) X,44,Mewtwo (Mega X),Mega Mewtwo X,Mewtwo-Mega-X,True,True,True
Mewtwo (Mega) Y,45,Mewtwo (Mega Y),Mega Mewtwo Y,Mewtwo-Mega-Y,True,True,True
Mienfoo,992,Mienfoo,Mienfoo,Mienfoo,True,True,True
Mienshao,994,Mienshao,Mienshao,Mienshao,True,True,True
Mightyena,390,Mightyena,Mightyena,Mightyena,True,True,True
Milcery,1483,Milcery,Milcery,Milcery,True,True,True
Milotic,478,Milotic,Milotic,Milotic,True,True,True
Miltank,365,Miltank,Miltank,Miltank,True,True,True
Mime Jr.,637,Mime Jr.,Mime Jr.,,True,True,False
Mime-Jr,,,,Mime-Jr,False,False,True
Mimikyu,1306,Mimikyu,Mimikyu,,True,True,False
Mimikyu-Busted,,,,Mimikyu-Busted,False,False,True
Mimikyu-Disguised,,,,Mimikyu-Disguised,False,False,True
Mimikyu-Totem-Busted,,,,Mimikyu-Totem-Busted,False,False,True
Mimikyu-Totem-Disguised,,,,Mimikyu-Totem-Disguised,False,False,True
Minccino,941,Minccino,Minccino,Minccino,True,True,True
Minior,1302,Minior,,,True,False,False
Minior Core Forme,,,Minior Core Forme,,False,True,False
Minior Meteor Forme,,,Minior Meteor Forme,,False,True,False
Minior-Blue,,,,Minior-Blue,False,False,True
Minior-Blue-Meteor,,,,Minior-Blue-Meteor,False,False,True
Minior-Green,,,,Minior-Green,False,False,True
Minior-Green-Meteor,,,,Minior-Green-Meteor,False,False,True
Minior-Indigo,,,,Minior-Indigo,False,False,True
Minior-Indigo-Meteor,,,,Minior-Indigo-Meteor,False,False,True
Minior-Orange,,,,Minior-Orange,False,False,True
Minior-Orange-Meteor,,,,Minior-Orange-Meteor,False,False,True
Minior-Red,,,,Minior-Red,False,False,True
Minior-Red-Meteor,,,,Minior-Red-Meteor,False,False,True
Minior-Violet,,,,Minior-Violet,False,False,True
Minior-Violet-Meteor,,,,Minior-Violet-Meteor,False,False,True
Minior-Yellow,,,,Minior-Yellow,False,False,True
Minior-Yellow-Meteor,,,,Minior-Yellow-Meteor,False,False,True
Minun,440,Minun,Minun,Minun,True,True,True
Miraidon,1648,Miraidon,,Miraidon,True,False,True
Miraidon-Aquatic-Mode,,,,Miraidon-Aquatic-Mode,False,False,True
Miraidon-Drive-Mode,,,,Miraidon-Drive-Mode,False,False,True
Miraidon-Glide-Mode,,,,Miraidon-Glide-Mode,False,False,True
Miraidon-Low-Power-Mode,,,,Miraidon-Low-Power-Mode,False,False,True
Misdreavus,324,Misdreavus,Misdreavus,Misdreavus,True,True,True
Mismagius,627,Mismagius,Mismagius,Mismagius,True,True,True
Moltres,241,Moltres,Moltres,Moltres,True,True,True
Moltres (Galarian),1387,Moltres (Galar),Galarian Moltres,Moltres-Galar,True,True,True
Monferno,35,Monferno,Monferno,Monferno,True,True,True
Morelull,1282,Morelull,Morelull,Morelull,True,True,True
Morgrem,1519,Morgrem,Morgrem,Morgrem,True,True,True
Morpeko,1426,Morpeko,,,True,False,False
