region,game,role,gym_leader,gym_city,gym_type,source_location,min_level,max_level,method,pokemon,moves
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,drowzee,"Pound, Hypnosis, Disable, Confusion"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,exeggcute,"Hypnosis, Barrage, Uproar, Reflect"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,exeggcute,"Barrage, Uproar, Reflect, Leech Seed"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,15,25,surf,golduck,"Aqua Jet, Tail Whip, Water Gun, Disable"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,15,25,surf,golduck,"Aqua Jet, Tail Whip, Water Gun, Disable"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,31,31,surf,golduck,"Confusion, Water Pulse, Fury Swipes, Screech"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,15,25,surf,golduck,"Aqua Jet, Tail Whip, Water Gun, Disable"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,15,25,surf,golduck,"Aqua Jet, Tail Whip, Water Gun, Disable"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,31,31,surf,golduck,"Confusion, Water Pulse, Fury Swipes, Screech"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,hoothoot,"Growl, Foresight, Hypnosis, Peck"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,hoothoot,"Growl, Foresight, Hypnosis, Peck"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,hoothoot,"Growl, Foresight, Hypnosis, Peck"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,hoothoot,"Growl, Foresight, Hypnosis, Peck"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,hoothoot,"Foresight, Hypnosis, Peck, Uproar"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,hoothoot,"Foresight, Hypnosis, Peck, Uproar"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,hoothoot,"Growl, Foresight, Hypnosis, Peck"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,hoothoot,"Foresight, Hypnosis, Peck, Uproar"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,hoothoot,"Foresight, Hypnosis, Peck, Uproar"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,hoothoot,"Foresight, Hypnosis, Peck, Uproar"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,hoothoot,"Growl, Foresight, Hypnosis, Peck"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,hoothoot,"Foresight, Hypnosis, Peck, Uproar"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,kingler,"Metal Claw, Stomp, Protect, Guillotine"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,kingler,"Metal Claw, Stomp, Protect, Guillotine"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,krabby,"Bubble, Mud Sport, Vice Grip, Leer"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,krabby,"Bubble, Mud Sport, Vice Grip, Leer"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,krabby,"Leer, Harden, Bubble Beam, Mud Shot"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,krabby,"Leer, Harden, Bubble Beam, Mud Shot"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,krabby,"Leer, Harden, Bubble Beam, Mud Shot"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,krabby,"Protect, Guillotine, Slam, Brine"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,krabby,"Protect, Guillotine, Slam, Brine"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,krabby,"Protect, Guillotine, Slam, Brine"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,krabby,"Bubble, Mud Sport, Vice Grip, Leer"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,krabby,"Bubble, Mud Sport, Vice Grip, Leer"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,krabby,"Leer, Harden, Bubble Beam, Mud Shot"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,krabby,"Leer, Harden, Bubble Beam, Mud Shot"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,krabby,"Leer, Harden, Bubble Beam, Mud Shot"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,krabby,"Protect, Guillotine, Slam, Brine"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,krabby,"Protect, Guillotine, Slam, Brine"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,krabby,"Protect, Guillotine, Slam, Brine"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,ledyba,"Tackle, Supersonic, Comet Punch"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,ledyba,"Tackle, Supersonic, Comet Punch"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,ledyba,"Tackle, Supersonic, Comet Punch"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,ledyba,"Tackle, Supersonic, Comet Punch"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,12,12,walk,linoone,"Growl, Switcheroo, Tail Whip, Headbutt"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,12,12,walk,linoone,"Growl, Switcheroo, Tail Whip, Headbutt"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,12,12,walk,linoone,"Growl, Switcheroo, Tail Whip, Headbutt"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,12,12,walk,linoone,"Growl, Switcheroo, Tail Whip, Headbutt"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,linoone,"Switcheroo, Tail Whip, Headbutt, Sand Attack"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,linoone,"Switcheroo, Tail Whip, Headbutt, Sand Attack"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,linoone,"Switcheroo, Tail Whip, Headbutt, Sand Attack"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,linoone,"Switcheroo, Tail Whip, Headbutt, Sand Attack"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,magikarp,Splash
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,magikarp,Splash
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,magikarp,Splash
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,magikarp,"Splash, Tackle"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,magikarp,Splash
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,magikarp,Splash
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,old-rod,magikarp,Splash
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,magikarp,"Splash, Tackle"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,magikarp,Splash
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,magikarp,Splash
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,magikarp,Splash
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,magikarp,"Splash, Tackle"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,magikarp,"Splash, Tackle, Flail"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,magikarp,"Splash, Tackle, Flail"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,magikarp,Splash
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,magikarp,Splash
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,magikarp,Splash
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,magikarp,"Splash, Tackle"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,magikarp,"Splash, Tackle, Flail"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,magikarp,"Splash, Tackle, Flail"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (female),"Scratch, Growl, Tail Whip, Double Kick"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (female),"Scratch, Growl, Tail Whip, Double Kick"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (female),"Scratch, Growl, Tail Whip, Double Kick"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (female),"Scratch, Growl, Tail Whip, Double Kick"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (male),"Leer, Peck, Focus Energy, Double Kick"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (male),"Leer, Peck, Focus Energy, Double Kick"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (male),"Leer, Peck, Focus Energy, Double Kick"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,nidoran (male),"Leer, Peck, Focus Energy, Double Kick"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,14,14,walk,pidgey,"Tackle, Sand Attack, Gust, Quick Attack"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,9,10,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,11,headbutt,pineco,"Tackle, Protect, Self Destruct, Bug Bite"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,poliwag,"Water Sport, Bubble, Hypnosis"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,poliwag,"Water Sport, Bubble, Hypnosis"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,poliwag,"Mud Shot, Belly Drum, Wake Up Slap, Hydro Pump"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,poliwag,"Mud Shot, Belly Drum, Wake Up Slap, Hydro Pump"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,poliwag,"Mud Shot, Belly Drum, Wake Up Slap, Hydro Pump"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,poliwag,"Water Sport, Bubble, Hypnosis"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,10,old-rod,poliwag,"Water Sport, Bubble, Hypnosis"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,20,20,good-rod,poliwag,"Hypnosis, Water Gun, Double Slap, Rain Dance"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,poliwag,"Mud Shot, Belly Drum, Wake Up Slap, Hydro Pump"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,poliwag,"Mud Shot, Belly Drum, Wake Up Slap, Hydro Pump"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,40,40,super-rod,poliwag,"Mud Shot, Belly Drum, Wake Up Slap, Hydro Pump"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,15,25,surf,psyduck,"Water Sport, Tail Whip, Water Gun, Disable"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,20,surf,psyduck,"Scratch, Water Sport, Tail Whip, Water Gun"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,15,25,surf,psyduck,"Water Sport, Tail Whip, Water Gun, Disable"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,10,20,surf,psyduck,"Scratch, Water Sport, Tail Whip, Water Gun"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,walk,ralts,"Growl, Confusion, Double Team"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,ralts,"Growl, Confusion, Double Team"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,walk,ralts,"Growl, Confusion, Double Team"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,ralts,"Growl, Confusion, Double Team"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,rattata,"Tail Whip, Quick Attack, Focus Energy, Bite"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,rattata,"Tail Whip, Quick Attack, Focus Energy, Bite"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,13,13,walk,rattata,"Quick Attack, Focus Energy, Bite, Pursuit"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,13,13,walk,rattata,"Quick Attack, Focus Energy, Bite, Pursuit"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,rattata,"Tail Whip, Quick Attack, Focus Energy, Bite"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,rattata,"Tail Whip, Quick Attack, Focus Energy, Bite"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,13,13,walk,rattata,"Quick Attack, Focus Energy, Bite, Pursuit"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,13,13,walk,rattata,"Quick Attack, Focus Energy, Bite, Pursuit"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,spinarak,"Poison Sting, String Shot, Scary Face, Constrict"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,12,headbutt,spinarak,"Poison Sting, String Shot, Scary Face, Constrict"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,spinarak,"String Shot, Scary Face, Constrict, Leech Life"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,13,14,headbutt,spinarak,"String Shot, Scary Face, Constrict, Leech Life"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,staryu,"Water Gun, Rapid Spin, Recover, Camouflage"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,staryu,"Swift, Bubble Beam, Minimize, Gyro Ball"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,20,20,good-rod,staryu,"Water Gun, Rapid Spin, Recover, Camouflage"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,40,40,super-rod,staryu,"Swift, Bubble Beam, Minimize, Gyro Ball"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,15,25,surf,tentacool,"Supersonic, Constrict, Acid, Toxic Spikes"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,20,surf,tentacool,"Poison Sting, Supersonic, Constrict"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,15,25,surf,tentacool,"Supersonic, Constrict, Acid, Toxic Spikes"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,20,surf,tentacool,"Poison Sting, Supersonic, Constrict"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,15,25,surf,tentacruel,"Supersonic, Constrict, Acid, Toxic Spikes"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,15,25,surf,tentacruel,"Supersonic, Constrict, Acid, Toxic Spikes"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,29,29,surf,tentacruel,"Bubble Beam, Wrap, Barrier, Water Pulse"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,15,25,surf,tentacruel,"Supersonic, Constrict, Acid, Toxic Spikes"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,15,25,surf,tentacruel,"Supersonic, Constrict, Acid, Toxic Spikes"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,29,29,surf,tentacruel,"Bubble Beam, Wrap, Barrier, Water Pulse"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,walk,whismur,"Pound, Uproar"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,whismur,"Pound, Uproar, Astonish"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,10,10,walk,whismur,"Pound, Uproar"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 34,11,11,walk,whismur,"Pound, Uproar, Astonish"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,whismur,"Pound, Uproar, Astonish"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,whismur,"Pound, Uproar, Astonish"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,whismur,"Pound, Uproar, Astonish"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,whismur,"Pound, Uproar, Astonish"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,yanma,"Tackle, Foresight, Quick Attack, Double Team"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,yanma,"Tackle, Foresight, Quick Attack, Double Team"
Johto,heartgold,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,yanma,"Tackle, Foresight, Quick Attack, Double Team"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,yanma,"Tackle, Foresight, Quick Attack, Double Team"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,yanma,"Tackle, Foresight, Quick Attack, Double Team"
Johto,soulsilver,gym_leader,Whitney,Goldenrod City,Normal,Route 35,12,12,walk,yanma,"Tackle, Foresight, Quick Attack, Double Team"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-low,aipom,"Scratch, Tail Whip, Sand Attack"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-low,aipom,"Scratch, Tail Whip, Sand Attack"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-low,aipom,"Scratch, Tail Whip, Sand Attack"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-normal,aipom,"Scratch, Tail Whip, Sand Attack"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-normal,aipom,"Scratch, Tail Whip, Sand Attack"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-normal,aipom,"Scratch, Tail Whip, Sand Attack"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-high,aipom,"Scratch, Tail Whip, Sand Attack"
Johto,gold,gym_leader,Morty,Ecruteak City,Ghost,Route 42,10,10,headbutt-high,aipom,"Scratch, Tail Whip, Sand Attack"
