pokemon,generation,version_group,move,level_learned
hoppip,2,gold-silver,tail-whip,5
hoppip,2,crystal,tail-whip,5
hoppip,2,crystal,synthesis,5
hoppip,2,gold-silver,tackle,10
hoppip,2,crystal,tackle,10
hoppip,2,gold-silver,poison-powder,13
hoppip,2,crystal,poison-powder,13
hoppip,2,gold-silver,stun-spore,15
hoppip,2,crystal,stun-spore,15
hoppip,2,gold-silver,sleep-powder,17
hoppip,2,crystal,sleep-powder,17
hoppip,2,gold-silver,leech-seed,20
hoppip,2,crystal,leech-seed,20
hoppip,2,gold-silver,cotton-spore,25
hoppip,2,crystal,cotton-spore,25
hoppip,2,gold-silver,mega-drain,30
hoppip,2,crystal,mega-drain,30
horsea,2,gold-silver,bubble,1
horsea,2,crystal,bubble,1
horsea,2,gold-silver,smokescreen,8
horsea,2,crystal,smokescreen,8
horsea,2,gold-silver,leer,15
horsea,2,crystal,leer,15
horsea,2,gold-silver,water-gun,22
horsea,2,crystal,water-gun,22
horsea,2,gold-silver,twister,29
horsea,2,crystal,twister,29
horsea,2,gold-silver,agility,36
horsea,2,crystal,agility,36
horsea,2,gold-silver,hydro-pump,43
horsea,2,crystal,hydro-pump,43
houndoom,2,gold-silver,leer,1
houndoom,2,crystal,leer,1
houndoom,2,gold-silver,ember,1
houndoom,2,crystal,ember,1
houndoom,2,gold-silver,roar,7
houndoom,2,crystal,roar,7
houndoom,2,gold-silver,smog,13
houndoom,2,crystal,smog,13
houndoom,2,gold-silver,bite,20
houndoom,2,crystal,bite,20
houndoom,2,gold-silver,feint-attack,30
houndoom,2,crystal,feint-attack,30
houndoom,2,gold-silver,flamethrower,41
houndoom,2,crystal,flamethrower,41
houndoom,2,gold-silver,crunch,52
houndoom,2,crystal,crunch,52
houndour,2,gold-silver,leer,1
houndour,2,crystal,leer,1
houndour,2,gold-silver,ember,1
houndour,2,crystal,ember,1
houndour,2,gold-silver,roar,7
houndour,2,crystal,roar,7
houndour,2,gold-silver,smog,13
houndour,2,crystal,smog,13
houndour,2,gold-silver,bite,20
houndour,2,crystal,bite,20
houndour,2,gold-silver,feint-attack,27
houndour,2,crystal,feint-attack,27
houndour,2,gold-silver,flamethrower,35
houndour,2,crystal,flamethrower,35
houndour,2,gold-silver,crunch,43
houndour,2,crystal,crunch,43
hypno,2,gold-silver,pound,1
hypno,2,crystal,pound,1
hypno,2,gold-silver,disable,1
hypno,2,crystal,disable,1
hypno,2,gold-silver,confusion,1
hypno,2,crystal,confusion,1
hypno,2,gold-silver,hypnosis,1
hypno,2,crystal,hypnosis,1
hypno,2,gold-silver,disable,10
hypno,2,crystal,disable,10
hypno,2,gold-silver,confusion,18
hypno,2,crystal,confusion,18
hypno,2,gold-silver,headbutt,25
hypno,2,crystal,headbutt,25
hypno,2,gold-silver,poison-gas,33
hypno,2,crystal,poison-gas,33
hypno,2,gold-silver,meditate,40
hypno,2,crystal,meditate,40
hypno,2,gold-silver,psychic,49
hypno,2,crystal,psychic,49
hypno,2,gold-silver,psych-up,55
hypno,2,crystal,psych-up,55
hypno,2,gold-silver,future-sight,60
hypno,2,crystal,future-sight,60
igglybuff,2,gold-silver,sing,1
igglybuff,2,crystal,sing,1
igglybuff,2,gold-silver,charm,1
igglybuff,2,crystal,charm,1
igglybuff,2,gold-silver,defense-curl,4
igglybuff,2,crystal,defense-curl,4
igglybuff,2,gold-silver,pound,9
igglybuff,2,crystal,pound,9
igglybuff,2,gold-silver,sweet-kiss,14
igglybuff,2,crystal,sweet-kiss,14
ivysaur,2,gold-silver,tackle,1
ivysaur,2,crystal,tackle,1
ivysaur,2,gold-silver,growl,1
ivysaur,2,crystal,growl,1
ivysaur,2,gold-silver,leech-seed,1
ivysaur,2,crystal,leech-seed,1
ivysaur,2,gold-silver,growl,4
ivysaur,2,crystal,growl,4
ivysaur,2,gold-silver,leech-seed,7
ivysaur,2,crystal,leech-seed,7
ivysaur,2,gold-silver,vine-whip,10
ivysaur,2,crystal,vine-whip,10
ivysaur,2,gold-silver,poison-powder,15
ivysaur,2,crystal,poison-powder,15
ivysaur,2,gold-silver,sleep-powder,15
ivysaur,2,crystal,sleep-powder,15
ivysaur,2,gold-silver,razor-leaf,22
ivysaur,2,crystal,razor-leaf,22
ivysaur,2,gold-silver,sweet-scent,29
ivysaur,2,crystal,sweet-scent,29
ivysaur,2,gold-silver,growth,38
ivysaur,2,crystal,growth,38
ivysaur,2,gold-silver,synthesis,47
ivysaur,2,crystal,synthesis,47
ivysaur,2,gold-silver,solar-beam,56
ivysaur,2,crystal,solar-beam,56
jigglypuff,2,gold-silver,sing,1
jigglypuff,2,crystal,sing,1
jigglypuff,2,gold-silver,defense-curl,4
jigglypuff,2,crystal,defense-curl,4
jigglypuff,2,gold-silver,pound,9
jigglypuff,2,crystal,pound,9
jigglypuff,2,gold-silver,disable,14
jigglypuff,2,crystal,disable,14
jigglypuff,2,gold-silver,rollout,19
jigglypuff,2,crystal,rollout,19
jigglypuff,2,gold-silver,double-slap,24
jigglypuff,2,crystal,double-slap,24
jigglypuff,2,gold-silver,rest,29
jigglypuff,2,crystal,rest,29
jigglypuff,2,gold-silver,body-slam,34
jigglypuff,2,crystal,body-slam,34
jigglypuff,2,gold-silver,double-edge,39
jigglypuff,2,crystal,double-edge,39
jolteon,2,gold-silver,tackle,1
jolteon,2,crystal,tackle,1
jolteon,2,gold-silver,tail-whip,1
jolteon,2,crystal,tail-whip,1
jolteon,2,gold-silver,sand-attack,8
jolteon,2,crystal,sand-attack,8
jolteon,2,gold-silver,thunder-shock,16
jolteon,2,crystal,thunder-shock,16
jolteon,2,gold-silver,quick-attack,23
jolteon,2,crystal,quick-attack,23
jolteon,2,gold-silver,double-kick,30
jolteon,2,crystal,double-kick,30
jolteon,2,gold-silver,pin-missile,36
jolteon,2,crystal,pin-missile,36
jolteon,2,gold-silver,thunder-wave,42
jolteon,2,crystal,thunder-wave,42
jolteon,2,gold-silver,agility,47
jolteon,2,crystal,agility,47
jolteon,2,gold-silver,thunder,52
jolteon,2,crystal,thunder,52
jumpluff,2,gold-silver,tackle,1
jumpluff,2,crystal,tackle,1
jumpluff,2,gold-silver,tail-whip,1
jumpluff,2,crystal,tail-whip,1
jumpluff,2,gold-silver,splash,1
jumpluff,2,crystal,splash,1
jumpluff,2,gold-silver,synthesis,1
jumpluff,2,crystal,synthesis,1
jumpluff,2,gold-silver,tail-whip,5
jumpluff,2,crystal,tail-whip,5
jumpluff,2,crystal,synthesis,5
jumpluff,2,gold-silver,tackle,10
jumpluff,2,crystal,tackle,10
jumpluff,2,gold-silver,poison-powder,13
jumpluff,2,crystal,poison-powder,13
jumpluff,2,gold-silver,stun-spore,15
jumpluff,2,crystal,stun-spore,15
jumpluff,2,gold-silver,sleep-powder,17
jumpluff,2,crystal,sleep-powder,17
jumpluff,2,gold-silver,leech-seed,22
jumpluff,2,crystal,leech-seed,22
jumpluff,2,gold-silver,cotton-spore,33
jumpluff,2,crystal,cotton-spore,33
jumpluff,2,gold-silver,mega-drain,44
jumpluff,2,crystal,mega-drain,44
jynx,2,gold-silver,pound,1
jynx,2,crystal,pound,1
jynx,2,gold-silver,lick,1
jynx,2,crystal,lick,1
jynx,2,gold-silver,lovely-kiss,1
jynx,2,crystal,lovely-kiss,1
jynx,2,gold-silver,powder-snow,1
jynx,2,crystal,powder-snow,1
jynx,2,gold-silver,lovely-kiss,9
jynx,2,crystal,lovely-kiss,9
jynx,2,gold-silver,powder-snow,13
jynx,2,crystal,powder-snow,13
jynx,2,gold-silver,double-slap,21
jynx,2,crystal,double-slap,21
jynx,2,gold-silver,ice-punch,25
jynx,2,crystal,ice-punch,25
jynx,2,gold-silver,mean-look,35
jynx,2,crystal,mean-look,35
jynx,2,gold-silver,body-slam,41
jynx,2,crystal,body-slam,41
jynx,2,gold-silver,perish-song,51
jynx,2,crystal,perish-song,51
jynx,2,gold-silver,blizzard,57
jynx,2,crystal,blizzard,57
kabuto,2,gold-silver,scratch,1
kabuto,2,crystal,scratch,1
kabuto,2,gold-silver,harden,1
kabuto,2,crystal,harden,1
kabuto,2,gold-silver,absorb,10
kabuto,2,crystal,absorb,10
kabuto,2,gold-silver,leer,19
kabuto,2,crystal,leer,19
kabuto,2,gold-silver,sand-attack,28
kabuto,2,crystal,sand-attack,28
kabuto,2,gold-silver,endure,37
kabuto,2,crystal,endure,37
kabuto,2,gold-silver,mega-drain,46
kabuto,2,crystal,mega-drain,46
kabuto,2,gold-silver,ancient-power,55
kabuto,2,crystal,ancient-power,55
kabutops,2,gold-silver,scratch,1
kabutops,2,crystal,scratch,1
kabutops,2,gold-silver,absorb,1
kabutops,2,crystal,absorb,1
kabutops,2,gold-silver,harden,1
kabutops,2,crystal,harden,1
kabutops,2,gold-silver,absorb,10
kabutops,2,crystal,absorb,10
kabutops,2,gold-silver,leer,19
kabutops,2,crystal,leer,19
kabutops,2,gold-silver,sand-attack,28
kabutops,2,crystal,sand-attack,28
kabutops,2,gold-silver,endure,37
kabutops,2,crystal,endure,37
kabutops,2,gold-silver,slash,40
kabutops,2,crystal,slash,40
kabutops,2,gold-silver,mega-drain,51
kabutops,2,crystal,mega-drain,51
kabutops,2,gold-silver,ancient-power,65
kabutops,2,crystal,ancient-power,65
kadabra,2,gold-silver,confusion,1
kadabra,2,crystal,confusion,1
kadabra,2,gold-silver,teleport,1
kadabra,2,crystal,teleport,1
kadabra,2,gold-silver,kinesis,1
kadabra,2,crystal,kinesis,1
kadabra,2,gold-silver,confusion,16
kadabra,2,crystal,confusion,16
kadabra,2,gold-silver,disable,18
kadabra,2,crystal,disable,18
kadabra,2,gold-silver,psybeam,21
kadabra,2,crystal,psybeam,21
kadabra,2,gold-silver,recover,26
kadabra,2,crystal,recover,26
kadabra,2,gold-silver,future-sight,31
kadabra,2,crystal,future-sight,31
kadabra,2,gold-silver,psychic,38
kadabra,2,crystal,psychic,38
kadabra,2,gold-silver,reflect,45
kadabra,2,crystal,reflect,45
kakuna,2,gold-silver,harden,1
kakuna,2,crystal,harden,1
kakuna,2,gold-silver,harden,7
kakuna,2,crystal,harden,7
kangaskhan,2,gold-silver,comet-punch,1
kangaskhan,2,crystal,comet-punch,1
kangaskhan,2,gold-silver,leer,7
kangaskhan,2,crystal,leer,7
kangaskhan,2,gold-silver,bite,13
kangaskhan,2,crystal,bite,13
kangaskhan,2,gold-silver,tail-whip,19
kangaskhan,2,crystal,tail-whip,19
kangaskhan,2,gold-silver,mega-punch,25
kangaskhan,2,crystal,mega-punch,25
kangaskhan,2,gold-silver,rage,31
kangaskhan,2,crystal,rage,31
kangaskhan,2,gold-silver,endure,37
kangaskhan,2,crystal,endure,37
kangaskhan,2,gold-silver,dizzy-punch,43
kangaskhan,2,crystal,dizzy-punch,43
kangaskhan,2,gold-silver,reversal,49
kangaskhan,2,crystal,reversal,49
kingdra,2,gold-silver,leer,1
kingdra,2,crystal,leer,1
kingdra,2,gold-silver,water-gun,1
kingdra,2,crystal,water-gun,1
kingdra,2,gold-silver,smokescreen,1
kingdra,2,crystal,smokescreen,1
kingdra,2,gold-silver,bubble,1
kingdra,2,crystal,bubble,1
kingdra,2,gold-silver,smokescreen,8
kingdra,2,crystal,smokescreen,8
kingdra,2,gold-silver,leer,15
kingdra,2,crystal,leer,15
kingdra,2,gold-silver,water-gun,22
kingdra,2,crystal,water-gun,22
kingdra,2,gold-silver,twister,29
kingdra,2,crystal,twister,29
kingdra,2,gold-silver,agility,40
kingdra,2,crystal,agility,40
kingdra,2,gold-silver,hydro-pump,51
kingdra,2,crystal,hydro-pump,51
kingler,2,gold-silver,vice-grip,1
kingler,2,crystal,vice-grip,1
kingler,2,gold-silver,leer,1
kingler,2,crystal,leer,1
kingler,2,gold-silver,bubble,1
kingler,2,crystal,bubble,1
kingler,2,gold-silver,leer,5
kingler,2,crystal,leer,5
kingler,2,gold-silver,vice-grip,12
kingler,2,crystal,vice-grip,12
kingler,2,gold-silver,harden,16
kingler,2,crystal,harden,16
kingler,2,gold-silver,stomp,23
kingler,2,crystal,stomp,23
kingler,2,gold-silver,guillotine,27
kingler,2,crystal,guillotine,27
kingler,2,gold-silver,protect,38
kingler,2,crystal,protect,38
kingler,2,gold-silver,crabhammer,49
kingler,2,crystal,crabhammer,49
koffing,2,gold-silver,tackle,1
koffing,2,crystal,tackle,1
koffing,2,gold-silver,poison-gas,1
koffing,2,crystal,poison-gas,1
koffing,2,gold-silver,smog,9
koffing,2,crystal,smog,9
koffing,2,gold-silver,self-destruct,17
koffing,2,crystal,self-destruct,17
koffing,2,gold-silver,sludge,21
koffing,2,crystal,sludge,21
koffing,2,gold-silver,smokescreen,25
koffing,2,crystal,smokescreen,25
koffing,2,gold-silver,haze,33
koffing,2,crystal,haze,33
koffing,2,gold-silver,explosion,41
koffing,2,crystal,explosion,41
koffing,2,gold-silver,destiny-bond,45
koffing,2,crystal,destiny-bond,45
krabby,2,gold-silver,bubble,1
krabby,2,crystal,bubble,1
krabby,2,gold-silver,leer,5
krabby,2,crystal,leer,5
krabby,2,gold-silver,vice-grip,12
krabby,2,crystal,vice-grip,12
krabby,2,gold-silver,harden,16
krabby,2,crystal,harden,16
krabby,2,gold-silver,stomp,23
krabby,2,crystal,stomp,23
krabby,2,gold-silver,guillotine,27
krabby,2,crystal,guillotine,27
krabby,2,gold-silver,protect,34
krabby,2,crystal,protect,34
krabby,2,gold-silver,crabhammer,41
krabby,2,crystal,crabhammer,41
lanturn,2,gold-silver,supersonic,1
lanturn,2,crystal,supersonic,1
lanturn,2,gold-silver,thunder-wave,1
lanturn,2,crystal,thunder-wave,1
lanturn,2,gold-silver,bubble,1
lanturn,2,crystal,bubble,1
lanturn,2,gold-silver,supersonic,5
lanturn,2,crystal,supersonic,5
lanturn,2,gold-silver,flail,13
lanturn,2,crystal,flail,13
lanturn,2,gold-silver,water-gun,17
lanturn,2,crystal,water-gun,17
lanturn,2,gold-silver,spark,25
lanturn,2,crystal,spark,25
lanturn,2,gold-silver,confuse-ray,33
lanturn,2,crystal,confuse-ray,33
lanturn,2,gold-silver,take-down,45
lanturn,2,crystal,take-down,45
lanturn,2,gold-silver,hydro-pump,53
lanturn,2,crystal,hydro-pump,53
lapras,2,gold-silver,growl,1
lapras,2,crystal,growl,1
lapras,2,gold-silver,sing,1
lapras,2,crystal,sing,1
lapras,2,gold-silver,water-gun,1
lapras,2,crystal,water-gun,1
lapras,2,gold-silver,mist,8
lapras,2,crystal,mist,8
lapras,2,gold-silver,body-slam,15
lapras,2,crystal,body-slam,15
lapras,2,gold-silver,confuse-ray,22
lapras,2,crystal,confuse-ray,22
lapras,2,gold-silver,perish-song,29
lapras,2,crystal,perish-song,29
lapras,2,gold-silver,ice-beam,36
lapras,2,crystal,ice-beam,36
lapras,2,gold-silver,rain-dance,43
lapras,2,crystal,rain-dance,43
lapras,2,gold-silver,safeguard,50
lapras,2,crystal,safeguard,50
lapras,2,gold-silver,hydro-pump,57
lapras,2,crystal,hydro-pump,57
larvitar,2,gold-silver,leer,1
larvitar,2,crystal,leer,1
larvitar,2,gold-silver,bite,1
larvitar,2,crystal,bite,1
larvitar,2,gold-silver,sandstorm,8
larvitar,2,crystal,sandstorm,8
larvitar,2,gold-silver,screech,15
larvitar,2,crystal,screech,15
larvitar,2,gold-silver,rock-slide,22
larvitar,2,crystal,rock-slide,22
larvitar,2,gold-silver,thrash,29
larvitar,2,crystal,thrash,29
larvitar,2,gold-silver,scary-face,36
larvitar,2,crystal,scary-face,36
larvitar,2,gold-silver,crunch,43
larvitar,2,crystal,crunch,43
larvitar,2,gold-silver,earthquake,50
larvitar,2,crystal,earthquake,50
larvitar,2,gold-silver,hyper-beam,57
larvitar,2,crystal,hyper-beam,57
ledian,2,gold-silver,tackle,1
ledian,2,crystal,tackle,1
ledian,2,gold-silver,supersonic,1
ledian,2,crystal,supersonic,1
ledian,2,gold-silver,supersonic,8
ledian,2,crystal,supersonic,8
ledian,2,gold-silver,comet-punch,15
ledian,2,crystal,comet-punch,15
ledian,2,gold-silver,light-screen,24
ledian,2,crystal,light-screen,24
ledian,2,gold-silver,reflect,24
ledian,2,crystal,reflect,24
ledian,2,gold-silver,safeguard,24
ledian,2,crystal,safeguard,24
ledian,2,gold-silver,baton-pass,33
ledian,2,crystal,baton-pass,33
ledian,2,gold-silver,swift,42
ledian,2,crystal,swift,42
ledian,2,gold-silver,agility,51
ledian,2,crystal,agility,51
ledian,2,gold-silver,double-edge,60
ledian,2,crystal,double-edge,60
ledyba,2,gold-silver,tackle,1
ledyba,2,crystal,tackle,1
ledyba,2,gold-silver,supersonic,8
ledyba,2,crystal,supersonic,8
ledyba,2,gold-silver,comet-punch,15
ledyba,2,crystal,comet-punch,15
ledyba,2,gold-silver,light-screen,22
ledyba,2,crystal,light-screen,22
ledyba,2,gold-silver,reflect,22
ledyba,2,crystal,reflect,22
ledyba,2,gold-silver,safeguard,22
ledyba,2,crystal,safeguard,22
ledyba,2,gold-silver,baton-pass,29
ledyba,2,crystal,baton-pass,29
ledyba,2,gold-silver,swift,36
ledyba,2,crystal,swift,36
ledyba,2,gold-silver,agility,43
ledyba,2,crystal,agility,43
ledyba,2,gold-silver,double-edge,50
ledyba,2,crystal,double-edge,50
lickitung,2,gold-silver,lick,1
lickitung,2,crystal,lick,1
lickitung,2,gold-silver,supersonic,7
lickitung,2,crystal,supersonic,7
lickitung,2,gold-silver,defense-curl,13
lickitung,2,crystal,defense-curl,13
lickitung,2,gold-silver,stomp,19
lickitung,2,crystal,stomp,19
lickitung,2,gold-silver,wrap,25
lickitung,2,crystal,wrap,25
lickitung,2,gold-silver,disable,31
lickitung,2,crystal,disable,31
lickitung,2,gold-silver,slam,37
lickitung,2,crystal,slam,37
lickitung,2,gold-silver,screech,43
lickitung,2,crystal,screech,43
lugia,2,gold-silver,aeroblast,1
lugia,2,crystal,aeroblast,1
lugia,2,gold-silver,safeguard,11
lugia,2,crystal,safeguard,11
lugia,2,gold-silver,gust,22
lugia,2,crystal,gust,22
lugia,2,gold-silver,recover,33
lugia,2,crystal,recover,33
lugia,2,gold-silver,hydro-pump,44
lugia,2,crystal,hydro-pump,44
lugia,2,gold-silver,rain-dance,55
lugia,2,crystal,rain-dance,55
lugia,2,gold-silver,swift,66
lugia,2,crystal,swift,66
lugia,2,gold-silver,whirlwind,77
lugia,2,crystal,whirlwind,77
lugia,2,gold-silver,ancient-power,88
lugia,2,crystal,ancient-power,88
lugia,2,gold-silver,future-sight,99
lugia,2,crystal,future-sight,99
machamp,2,gold-silver,leer,1
machamp,2,crystal,leer,1
machamp,2,gold-silver,low-kick,1
machamp,2,crystal,low-kick,1
machamp,2,gold-silver,focus-energy,1
machamp,2,crystal,focus-energy,1
machamp,2,gold-silver,focus-energy,8
machamp,2,crystal,focus-energy,8
machamp,2,gold-silver,karate-chop,15
machamp,2,crystal,karate-chop,15
machamp,2,gold-silver,seismic-toss,19
machamp,2,crystal,seismic-toss,19
machamp,2,gold-silver,foresight,25
machamp,2,crystal,foresight,25
machamp,2,gold-silver,vital-throw,34
machamp,2,crystal,vital-throw,34
machamp,2,gold-silver,cross-chop,43
machamp,2,crystal,cross-chop,43
machamp,2,gold-silver,scary-face,52
machamp,2,crystal,scary-face,52
machamp,2,gold-silver,submission,61
machamp,2,crystal,submission,61
machoke,2,gold-silver,leer,1
machoke,2,crystal,leer,1
machoke,2,gold-silver,low-kick,1
machoke,2,crystal,low-kick,1
machoke,2,gold-silver,focus-energy,1
machoke,2,crystal,focus-energy,1
machoke,2,gold-silver,focus-energy,8
machoke,2,crystal,focus-energy,8
machoke,2,gold-silver,karate-chop,15
machoke,2,crystal,karate-chop,15
machoke,2,gold-silver,seismic-toss,19
machoke,2,crystal,seismic-toss,19
machoke,2,gold-silver,foresight,25
machoke,2,crystal,foresight,25
machoke,2,gold-silver,vital-throw,34
machoke,2,crystal,vital-throw,34
machoke,2,gold-silver,cross-chop,43
machoke,2,crystal,cross-chop,43
machoke,2,gold-silver,scary-face,52
machoke,2,crystal,scary-face,52
machoke,2,gold-silver,submission,61
machoke,2,crystal,submission,61
machop,2,gold-silver,leer,1
machop,2,crystal,leer,1
machop,2,gold-silver,low-kick,1
machop,2,crystal,low-kick,1
machop,2,gold-silver,focus-energy,7
machop,2,crystal,focus-energy,7
machop,2,gold-silver,karate-chop,13
machop,2,crystal,karate-chop,13
machop,2,gold-silver,seismic-toss,19
machop,2,crystal,seismic-toss,19
machop,2,gold-silver,foresight,25
machop,2,crystal,foresight,25
machop,2,gold-silver,vital-throw,31
machop,2,crystal,vital-throw,31
machop,2,gold-silver,cross-chop,37
machop,2,crystal,cross-chop,37
machop,2,gold-silver,scary-face,43
machop,2,crystal,scary-face,43
machop,2,gold-silver,submission,49
machop,2,crystal,submission,49
magby,2,gold-silver,ember,1
magby,2,crystal,ember,1
magby,2,gold-silver,leer,7
magby,2,crystal,leer,7
magby,2,gold-silver,smog,13
magby,2,crystal,smog,13
magby,2,gold-silver,fire-punch,19
magby,2,crystal,fire-punch,19
magby,2,gold-silver,smokescreen,25
magby,2,crystal,smokescreen,25
magby,2,gold-silver,sunny-day,31
magby,2,crystal,sunny-day,31
magby,2,gold-silver,flamethrower,37
magby,2,crystal,flamethrower,37
magby,2,gold-silver,confuse-ray,43
magby,2,crystal,confuse-ray,43
magby,2,gold-silver,fire-blast,49
magby,2,crystal,fire-blast,49
magcargo,2,gold-silver,ember,1
magcargo,2,crystal,ember,1
magcargo,2,gold-silver,rock-throw,1
magcargo,2,crystal,rock-throw,1
magcargo,2,gold-silver,smog,1
magcargo,2,crystal,smog,1
magcargo,2,gold-silver,ember,8
magcargo,2,crystal,ember,8
magcargo,2,gold-silver,rock-throw,15
magcargo,2,crystal,rock-throw,15
magcargo,2,gold-silver,harden,22
magcargo,2,crystal,harden,22
magcargo,2,gold-silver,amnesia,29
magcargo,2,crystal,amnesia,29
magcargo,2,gold-silver,flamethrower,36
magcargo,2,crystal,flamethrower,36
magcargo,2,gold-silver,rock-slide,48
magcargo,2,crystal,rock-slide,48
magcargo,2,gold-silver,body-slam,60
magcargo,2,crystal,body-slam,60
magikarp,2,gold-silver,splash,1
magikarp,2,crystal,splash,1
magikarp,2,gold-silver,tackle,15
magikarp,2,crystal,tackle,15
magikarp,2,gold-silver,flail,30
magikarp,2,crystal,flail,30
magmar,2,gold-silver,fire-punch,1
magmar,2,crystal,fire-punch,1
magmar,2,gold-silver,leer,1
magmar,2,crystal,leer,1
magmar,2,gold-silver,ember,1
magmar,2,crystal,ember,1
magmar,2,gold-silver,smog,1
magmar,2,crystal,smog,1
magmar,2,gold-silver,leer,7
magmar,2,crystal,leer,7
magmar,2,gold-silver,smog,13
magmar,2,crystal,smog,13
magmar,2,gold-silver,fire-punch,19
magmar,2,crystal,fire-punch,19
magmar,2,gold-silver,smokescreen,25
magmar,2,crystal,smokescreen,25
magmar,2,gold-silver,sunny-day,33
magmar,2,crystal,sunny-day,33
magmar,2,gold-silver,flamethrower,41
magmar,2,crystal,flamethrower,41
magmar,2,gold-silver,confuse-ray,49
magmar,2,crystal,confuse-ray,49
magmar,2,gold-silver,fire-blast,57
magmar,2,crystal,fire-blast,57
magnemite,2,gold-silver,tackle,1
magnemite,2,crystal,tackle,1
magnemite,2,gold-silver,thunder-shock,6
magnemite,2,crystal,thunder-shock,6
magnemite,2,gold-silver,supersonic,11
magnemite,2,crystal,supersonic,11
magnemite,2,gold-silver,sonic-boom,16
magnemite,2,crystal,sonic-boom,16
magnemite,2,gold-silver,thunder-wave,21
magnemite,2,crystal,thunder-wave,21
magnemite,2,gold-silver,lock-on,27
magnemite,2,crystal,lock-on,27
magnemite,2,gold-silver,swift,33
magnemite,2,crystal,swift,33
magnemite,2,gold-silver,screech,39
magnemite,2,crystal,screech,39
magnemite,2,gold-silver,zap-cannon,45
magnemite,2,crystal,zap-cannon,45
magneton,2,gold-silver,tackle,1
magneton,2,crystal,tackle,1
magneton,2,gold-silver,supersonic,1
magneton,2,crystal,supersonic,1
magneton,2,gold-silver,sonic-boom,1
magneton,2,crystal,sonic-boom,1
magneton,2,gold-silver,thunder-shock,1
magneton,2,crystal,thunder-shock,1
magneton,2,gold-silver,thunder-shock,6
magneton,2,crystal,thunder-shock,6
magneton,2,gold-silver,supersonic,11
magneton,2,crystal,supersonic,11
magneton,2,gold-silver,sonic-boom,16
magneton,2,crystal,sonic-boom,16
magneton,2,gold-silver,thunder-wave,21
magneton,2,crystal,thunder-wave,21
magneton,2,gold-silver,lock-on,27
magneton,2,crystal,lock-on,27
magneton,2,gold-silver,swift,35
magneton,2,crystal,tri-attack,35
magneton,2,gold-silver,screech,43
magneton,2,crystal,screech,43
magneton,2,gold-silver,zap-cannon,53
magneton,2,crystal,zap-cannon,53
mankey,2,gold-silver,scratch,1
mankey,2,crystal,scratch,1
mankey,2,gold-silver,leer,1
mankey,2,crystal,leer,1
mankey,2,gold-silver,low-kick,9
mankey,2,crystal,low-kick,9
mankey,2,gold-silver,karate-chop,15
mankey,2,crystal,karate-chop,15
mankey,2,gold-silver,fury-swipes,21
mankey,2,crystal,fury-swipes,21
mankey,2,gold-silver,focus-energy,27
mankey,2,crystal,focus-energy,27
mankey,2,gold-silver,seismic-toss,33
mankey,2,crystal,seismic-toss,33
mankey,2,gold-silver,cross-chop,39
mankey,2,crystal,cross-chop,39
mankey,2,gold-silver,screech,45
mankey,2,crystal,screech,45
mankey,2,gold-silver,thrash,51
mankey,2,crystal,thrash,51
mantine,2,gold-silver,tackle,1
mantine,2,crystal,tackle,1
mantine,2,gold-silver,bubble,1
mantine,2,crystal,bubble,1
mantine,2,gold-silver,supersonic,10
mantine,2,crystal,supersonic,10
mantine,2,gold-silver,bubble-beam,18
mantine,2,crystal,bubble-beam,18
mantine,2,gold-silver,take-down,25
mantine,2,crystal,take-down,25
mantine,2,gold-silver,agility,32
mantine,2,crystal,agility,32
mantine,2,gold-silver,wing-attack,40
mantine,2,crystal,wing-attack,40
mantine,2,gold-silver,confuse-ray,49
mantine,2,crystal,confuse-ray,49
mareep,2,gold-silver,tackle,1
mareep,2,crystal,tackle,1
mareep,2,gold-silver,growl,1
mareep,2,crystal,growl,1
mareep,2,gold-silver,thunder-shock,9
mareep,2,crystal,thunder-shock,9
mareep,2,gold-silver,thunder-wave,16
mareep,2,crystal,thunder-wave,16
mareep,2,gold-silver,cotton-spore,23
mareep,2,crystal,cotton-spore,23
mareep,2,gold-silver,light-screen,30
mareep,2,crystal,light-screen,30
mareep,2,gold-silver,thunder,37
mareep,2,crystal,thunder,37
marill,2,gold-silver,tackle,1
marill,2,crystal,tackle,1
marill,2,gold-silver,defense-curl,3
marill,2,crystal,defense-curl,3
marill,2,gold-silver,tail-whip,6
marill,2,crystal,tail-whip,6
marill,2,gold-silver,water-gun,10
marill,2,crystal,water-gun,10
marill,2,gold-silver,rollout,15
marill,2,crystal,rollout,15
marill,2,gold-silver,bubble-beam,21
marill,2,crystal,bubble-beam,21
marill,2,gold-silver,double-edge,28
marill,2,crystal,double-edge,28
marill,2,gold-silver,rain-dance,36
marill,2,crystal,rain-dance,36
marowak,2,gold-silver,headbutt,1
marowak,2,crystal,headbutt,1
marowak,2,gold-silver,tail-whip,1
marowak,2,crystal,tail-whip,1
marowak,2,gold-silver,growl,1
marowak,2,crystal,growl,1
marowak,2,gold-silver,bone-club,1
marowak,2,crystal,bone-club,1
marowak,2,gold-silver,tail-whip,5
marowak,2,crystal,tail-whip,5
marowak,2,gold-silver,bone-club,9
marowak,2,crystal,bone-club,9
marowak,2,gold-silver,headbutt,13
marowak,2,crystal,headbutt,13
marowak,2,gold-silver,leer,17
marowak,2,crystal,leer,17
marowak,2,gold-silver,focus-energy,21
marowak,2,crystal,focus-energy,21
